,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
4205,23,student,,tertiary,0,28.501791845979056,0,0,cellular,245.750088144705,1,-1,0,unknown,1,0.0,0.0,1.0,0.0,1.0,0.0,3732.7592321582456,,,,,,38998.530626626576,,,
4258,28,student,single,,0,27.52192619044333,0,0,cellular,345.55780675313775,2,105,7,other,1,0.0,0.0,1.0,0.0,1.0,0.0,2327.6554196133916,2279.704655391791,14295.993401965856,,,,37634.176092784845,,,
7549,38,management,divorced,tertiary,0,212.39990767298693,0,0,cellular,350.77949958014585,4,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,547.5089021537785,-143.20051985636832,6811.514632543097,,,,60652.04969896742,,,
7865,52,unemployed,married,,0,1693.087731639348,0,0,cellular,119.82368038122833,1,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,2084.2257732459752,1928.417291348154,,,,,41330.61501315949,,,
8095,52,blue-collar,married,secondary,0,416.6286443371937,0,0,cellular,367.9695664960578,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,966.3742794122495,,8042.991415057154,,,,46126.73537755922,,,
9175,46,management,,,0,,0,0,unknown,69.94498961596747,3,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,1943.7243374872817,1824.6022245018094,12456.260047379374,,,,41278.81322080834,,,
9238,33,technician,married,secondary,0,71.54971867519333,0,0,cellular,329.4619562957917,8,-1,0,unknown,0,0.0,0.0,,0.0,1.0,0.0,,,9893.84598286524,,,,38035.64646539846,,,
9541,38,admin.,single,secondary,0,171.91454444160337,0,0,cellular,476.46444619352707,4,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,256.1286656692557,,4704.904207280825,,,,5402.4185808179245,,,
11066,28,technician,single,secondary,0,2037.1884011274606,0,0,telephone,251.36514638454446,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,2828.377324142157,3021.9001781313755,7531.953280900251,,,,35237.00928737007,,,
11107,54,admin.,married,primary,0,,0,0,cellular,289.74383406275314,2,-1,0,unknown,0,0.0,0.0,1.0,0.0,1.0,0.0,,1427.3024346886352,10987.08779905812,,,,36781.038299704676,,,
1666,34,self-employed,married,primary,0,7571.330693796462,1,1,cellular,411.79065977855845,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,2939.899729437892,2740.5881184482696,,,,,28489.085870350485,,,
1859,57,management,married,tertiary,0,871.4544080311462,1,1,cellular,675.1808855480656,1,367,1,success,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,7321.772928704195,,,
4209,41,unemployed,,secondary,0,1131.777723989573,1,1,telephone,214.08038522942718,3,387,2,failure,1,0.0,0.0,0.0,0.0,1.0,0.0,2841.4255305797496,2700.7111547527384,,,,,33206.53206309633,,,
5217,43,technician,married,secondary,0,-682.7899636451556,1,1,cellular,750.172424280026,3,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,,3762.5381611050852,,,,,41267.506181658406,,,
8766,57,retired,,primary,0,1657.5280176405656,1,1,cellular,293.3637166816217,1,-1,0,unknown,0,0.0,0.0,0.0,,1.0,0.0,7266.2470015234685,5325.645998293305,,,,,8813.11732298755,,,
9575,23,technician,single,,0,,1,1,cellular,526.7327937381872,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,6914.376958140198,,,,,15483.242213906358,,,
9651,47,services,married,secondary,0,2141.755180058469,1,1,unknown,152.00322977555732,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,4706.830667676957,,,,,48018.131147760505,,,
9707,44,blue-collar,,primary,0,23.635823172680986,1,1,cellular,59.58450869396304,2,116,3,other,0,,0.0,0.0,0.0,1.0,0.0,2520.8552400131985,2518.1725513032534,,,,,54452.27900133011,,,
11001,48,admin.,,secondary,0,2308.3976741173065,1,1,unknown,807.5900798256567,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3667.743054915677,3186.409325606728,,,,,23024.121109482658,,,
72,41,retired,,primary,0,-155.3891088596707,1,0,unknown,1214.5009494192857,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,3878.4599161134943,3744.98724096032,,,,,10435.387297591475,,,
150,37,admin.,married,secondary,0,374.23873697805124,1,0,unknown,748.539843191028,3,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,4984.346430902763,,,,,,21024.63813004958,,,
437,55,management,divorced,secondary,0,249.59724993803366,1,0,cellular,1992.723134615127,2,-1,0,unknown,1,0.0,0.0,0.0,,1.0,0.0,477.0879937017256,,,,,,17565.67023832709,,,
499,46,housemaid,divorced,primary,0,,1,0,cellular,1122.4962741524084,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,,2812.4142375195997,,,,,23141.584793001344,,,
762,39,management,married,tertiary,0,,1,0,cellular,1361.0852579386537,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,2785.3133990473125,2539.753116283383,,,,,42341.41558195652,,,
1311,29,technician,single,secondary,0,338.18398444480556,1,0,cellular,200.07914243022918,1,-1,0,unknown,1,,0.0,0.0,0.0,,0.0,2669.153492820094,2364.2031037403335,,,,,1168.6916296112977,,,
1652,59,retired,divorced,,0,5577.014703664096,1,0,cellular,762.171636770839,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,636.4247968063462,393.6150991305822,,,,,59144.30840337672,,,
1867,38,self-employed,single,tertiary,0,1669.5765921518969,1,0,cellular,450.9656701544928,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,2549.788776837644,2387.087336246436,,,,,47754.86675154894,,,
1976,54,management,divorced,tertiary,0,-359.2168765654439,1,0,cellular,714.2620854001852,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,,2492.7579509158745,2345.119222644097,,,,,2321.236010901841,,,
3367,47,management,single,tertiary,0,365.0694372430303,1,0,cellular,392.70301061552226,1,326,8,failure,1,0.0,0.0,0.0,0.0,1.0,0.0,4992.316012002483,4822.112418463205,,,,,8790.897869390781,,,
3591,38,admin.,married,,0,70.880865288077,1,0,cellular,236.64518693466022,1,181,2,success,1,0.0,0.0,,0.0,1.0,,2857.6039746437336,2766.922669231465,,,,,15189.73679595532,,,
4157,40,technician,married,secondary,0,773.1454296865647,1,0,cellular,452.19407570151026,2,119,9,failure,1,0.0,0.0,0.0,0.0,1.0,0.0,2725.110666781149,2496.0802803285483,,,,,9050.097093064505,,,
4399,35,management,single,tertiary,0,,1,0,cellular,408.7122309709106,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1888.272916376195,,,,,,38170.88745693935,,,
4410,32,admin.,married,secondary,0,47.7180943913827,1,0,cellular,214.24351958652295,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,2864.0822720498254,2821.7103772038427,,,,,14382.09658746517,,,
5071,35,technician,,,0,13501.111052587803,1,0,cellular,1076.2930010300574,3,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,3624.963268917423,3472.386548179577,,,,,36439.817768511515,,,
5267,32,admin.,married,tertiary,0,362.46684408788514,1,0,cellular,744.6211010194954,3,-1,0,unknown,1,0.0,0.0,0.0,0.0,,0.0,2863.3519323958667,2639.837909094527,,,,,33915.620046470096,,,
5384,56,management,married,tertiary,0,575.4454458744669,1,0,cellular,119.47104863179192,2,168,1,failure,0,0.0,0.0,0.0,0.0,1.0,0.0,4156.411579958675,3883.275802443337,,,,,41697.74106129624,,,
5630,44,services,divorced,,0,294.12625960646795,1,0,unknown,197.67841484741535,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,958.5801389629924,833.6932655928535,,,,,55016.67348988338,,,
5636,29,services,single,secondary,0,1024.3906853089543,1,0,unknown,468.13244122613327,9,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,26275.215093092364,,,
5812,32,blue-collar,single,primary,0,1475.680460723463,1,0,cellular,125.28892781543432,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2823.9858138846525,2643.70598543677,,,,,15332.295221141863,,,
5929,38,services,married,secondary,0,838.1469184986914,1,0,cellular,79.06993496160455,4,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,,4233.607683569886,4031.1433703118164,,,,,57646.41757460091,,,
6302,51,blue-collar,,secondary,0,,1,0,cellular,51.856887040604285,8,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,578.3782826661073,321.8038543128306,,,,,51223.51730279194,,,
6336,41,unemployed,single,,0,4570.328844877304,1,0,cellular,164.82047868314504,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,3343.237499295882,,,,,11788.061812199703,,,
6344,40,admin.,single,secondary,0,,1,0,cellular,106.30729856987024,5,202,17,failure,0,0.0,0.0,0.0,0.0,1.0,,1959.2770850583609,,,,,,42198.921910871875,,,
6588,33,unemployed,,tertiary,0,185.01631258323016,1,0,unknown,923.318929616932,5,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,3676.110258191075,,,,,36112.740099133036,,,
6595,27,management,,secondary,0,173.5158849770692,1,0,cellular,155.4869282208033,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3368.650815457627,3254.217865536389,,,,,28934.83704123888,,,
7099,28,management,single,,0,507.52822899949206,1,0,cellular,196.68157074622812,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,6173.061481631222,5856.432532077474,,,,,8837.521048725499,,,
7271,37,services,divorced,secondary,0,,1,0,cellular,209.22637036905053,1,371,1,failure,0,0.0,0.0,0.0,0.0,1.0,0.0,2218.6343824579667,2054.657893520974,,,,,21786.54633528943,,,
7862,43,housemaid,married,secondary,0,-119.03630042137999,1,0,unknown,205.10970561906217,2,-1,0,unknown,0,,0.0,0.0,0.0,1.0,0.0,-966.9698987168784,-1244.338045723777,,,,,28919.405742741226,,,
8105,48,blue-collar,,primary,0,5490.565611158197,1,0,unknown,281.7076757437542,3,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,4875.845245739923,4770.629653497597,,,,,9016.125200203907,,,
8218,29,admin.,,secondary,0,708.1685974142307,1,0,unknown,802.9328142072081,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2918.755280046382,,,,,,45273.34738107809,,,
8326,37,blue-collar,married,,0,259.19875784123576,1,0,unknown,613.0638421472762,7,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,4134.738561907351,3935.528620452245,,,,,33193.631801828116,,,
8378,32,housemaid,married,,0,61.366940302592184,1,0,unknown,686.258887379398,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,2116.6643929574066,,,,,42238.882619721495,,,
8476,42,admin.,single,secondary,0,,1,0,unknown,81.5309429130574,5,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2735.491940227495,2523.5308301064083,,,,,60338.63661310743,,,
8630,57,management,,secondary,0,68.76589448676071,1,0,cellular,135.0098625561318,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2436.6353014411848,2232.1809069906926,,,,,23346.421786189916,,,
9533,29,blue-collar,married,primary,0,-339.4770845650779,1,0,cellular,55.89678188902511,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3097.422341793359,2914.3893144575854,,,,,32068.615337201434,,,
9693,44,admin.,married,secondary,0,544.647269645393,1,0,cellular,376.2565626633271,3,270,2,other,0,0.0,0.0,0.0,0.0,1.0,0.0,3492.021807596479,3346.56116646914,,,,,4774.5123634671945,,,
9799,40,technician,married,,0,1054.158123042441,1,0,cellular,275.01773745158016,3,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,3324.954286312944,,,,,19952.46973533823,,,
9921,42,technician,single,secondary,0,850.7752833103777,1,0,cellular,165.13076674665018,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,4430.147231427168,4297.695012439224,,,,,53425.801068650355,,,
9922,30,management,married,tertiary,0,,1,0,cellular,173.18548308423155,3,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3914.3444901830317,3796.6448109785324,,,,,60369.98855156179,,,
10232,36,admin.,married,,0,1387.9990573848183,1,0,cellular,379.48192362223534,3,-1,0,unknown,0,0.0,0.0,,0.0,1.0,0.0,3917.0592067443386,3805.313085998752,,,,,32507.686723736257,,,
10262,33,technician,married,secondary,0,,1,0,cellular,305.84876415646994,1,270,1,other,0,0.0,0.0,0.0,0.0,1.0,0.0,4259.434100512314,,,,,,29217.001952185637,,,
10747,32,blue-collar,married,,0,5034.15604220752,1,0,unknown,225.55885208768024,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,36912.43476614618,,,
5700,26,blue-collar,single,secondary,0,,0,1,cellular,416.46513190986525,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3005.158145737207,2618.2214855509637,,,,,34455.398987542765,,,
5884,40,management,married,tertiary,0,68.12432405271677,0,1,cellular,83.10358496272451,4,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3477.181740623709,,,,,,63788.29591141294,,,
7316,55,technician,single,secondary,0,1234.3622091131117,0,1,telephone,206.8778421736138,10,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3012.6582066629994,,,,,,14843.85076949547,,,
8576,36,management,single,tertiary,0,,0,1,cellular,357.0189371341834,1,96,4,failure,0,0.0,0.0,0.0,,1.0,0.0,2030.0890068282338,1892.1038141209458,,,,,9333.673547771603,,,
9094,56,retired,,primary,0,1970.779291252955,0,1,unknown,78.12855298069385,9,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,1919.8268463869492,1621.0917336747905,,,,,31703.32506972218,,,
10584,27,blue-collar,single,secondary,0,198.54515850219923,0,1,cellular,384.23217303100574,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,,3828.9460840745583,3592.1869787871865,,,,,30845.155917186337,,,
11146,30,admin.,married,secondary,1,73.6363926875814,0,1,cellular,185.9494790332105,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,3905.109564448583,,,,,,7600.885335075087,,,
4,54,admin.,married,tertiary,0,239.16804919794575,0,0,unknown,709.2705619128183,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,44.32154497295426,-823.3292201696274,,,,,29505.87167272079,,,
625,52,unemployed,married,,0,1028.9730336807052,0,0,telephone,727.6384250763357,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1777.130814652225,1641.678215592329,,,,,25593.345804994136,,,
649,53,blue-collar,married,,0,295.53137331860506,0,0,cellular,762.1950461458239,4,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,2138.878347318221,,,,,,33598.07248442215,,,
806,36,management,single,tertiary,0,,0,0,cellular,913.7462087374879,8,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,2476.953982063655,2517.2827457623057,,,,,20385.93817083373,,,
920,60,management,married,tertiary,0,,0,0,telephone,435.3272788879953,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1102.0896829735675,,,,,,25681.82809073575,,,
1182,35,management,single,tertiary,0,2792.0835844146927,0,0,cellular,714.2264062100556,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,3484.7951699528066,3988.755057149387,,,,,49933.68479799507,,,
1329,23,management,single,,0,,0,0,cellular,157.7877163573161,4,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,12974.12697556434,,,
1330,34,management,single,tertiary,0,609.5693437503655,0,0,cellular,151.6317622172505,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,3032.08045027116,3311.9352439856348,,,,,21262.596515002377,,,
1444,29,admin.,married,tertiary,0,358.0074545930347,0,0,cellular,223.2954043331355,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,,0.0,2185.314045948967,2071.6017843396794,,,,,30972.618714646913,,,
1704,34,self-employed,,,0,,0,0,cellular,486.67566789498795,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1991.3651360293966,1817.8865261044402,,,,,28910.69864959824,,,
2226,55,entrepreneur,married,secondary,0,27692.01625513865,0,0,telephone,479.7995642448888,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,,0.0,2507.722708095026,,,,,,47344.937151324724,,,
2370,27,services,single,,0,384.7910937444318,0,0,cellular,235.6837470990252,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,918.9700425322893,561.1800464724952,,,,,25449.99420187988,,,
2418,49,management,divorced,tertiary,0,974.7160546068666,0,0,cellular,222.36081025152924,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,-112.85455301352555,-923.6900771058522,,,,,35197.22984074231,,,
2709,83,retired,married,primary,0,445.5124881106256,0,0,telephone,783.5275520476496,1,92,2,success,1,0.0,0.0,0.0,0.0,1.0,0.0,2109.981797825881,,,,,,25389.09894072757,,,
2714,27,management,single,tertiary,0,,0,0,cellular,333.3504997982982,1,100,1,success,1,0.0,0.0,0.0,0.0,1.0,0.0,,897.6006835479943,,,,,29568.838414733502,,,
2769,27,management,married,tertiary,0,,0,0,cellular,166.30450556240382,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1489.5638535177338,1282.8304143772018,,,,,18014.46200886309,,,
2779,30,student,single,tertiary,0,7563.237501893965,0,0,cellular,349.3717780691535,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1539.0927822931792,,,,,,68943.80388417607,,,
2823,76,retired,married,secondary,0,4159.039277149011,0,0,telephone,291.11908464515113,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,,2221.461027280151,2222.704494108466,,,,,45683.510680060055,,,
2848,26,admin.,,secondary,0,428.8638220103172,0,0,cellular,237.1108920282928,1,188,2,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,737.7925061407202,187.72694660232344,,,,,54986.55141413603,,,
4105,32,blue-collar,married,,0,244.99477772262117,0,0,cellular,229.3319253239544,1,188,3,success,1,0.0,,0.0,0.0,1.0,0.0,1729.279674459229,1724.2750608903364,,,,,60065.64905672385,,,
4119,42,technician,married,tertiary,0,-145.427813437576,0,0,unknown,1594.0724694906332,5,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1142.563580223479,764.4853849860276,,,,,2953.434017036827,,,
4619,53,admin.,married,secondary,0,3815.9540872022953,0,0,unknown,1119.9008851508563,3,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,728.0022458626818,48.67903738398128,,,,,22640.339731169654,,,
4718,21,technician,single,unknown,0,404.2353765742241,0,0,cellular,155.28391962484602,2,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,24651.590938964735,,,
4733,26,management,single,tertiary,0,416.6900749374313,0,0,cellular,365.1288036517166,1,-1,0,unknown,1,0.0,0.0,0.0,0.0,1.0,0.0,1566.3492358246863,,,,,,7923.1995325041025,,,
4962,27,self-employed,single,,0,,0,0,cellular,160.25010316933918,1,196,1,success,1,0.0,0.0,0.0,0.0,1.0,0.0,1687.942036143435,1529.0566797587621,,,,,46655.06814926812,,,
5317,41,technician,married,secondary,0,2211.4446903312178,0,0,cellular,137.785821729943,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,1504.2602198018606,,,,,49121.375708757674,,,
5784,42,blue-collar,married,secondary,0,315.9977863996023,0,0,unknown,340.0704916592681,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,1108.9988549872207,785.6209467414878,,,,,19391.73363501104,,,
6225,44,management,married,tertiary,0,7220.992626793938,0,0,unknown,124.75146944292484,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,611.6489486524104,82.98814241054643,,,,,42810.762608918376,,,
6308,32,student,single,,0,4171.529931798746,0,0,cellular,132.32883869585456,8,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,3277.180702655738,,,,,39923.336644617935,,,
6367,31,management,,tertiary,0,146.61575621892985,0,0,cellular,99.47591414110094,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,,1532.9517579147705,1305.5306978106007,,,,,9628.478085572351,,,
6669,38,admin.,married,secondary,0,1873.218456410505,0,0,unknown,86.40917172041326,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2880.3640466048664,,,,,,66680.67064322083,,,
6816,42,technician,married,,0,881.9799307485465,0,0,cellular,198.37430317235936,3,-1,0,unknown,0,0.0,0.0,,0.0,1.0,0.0,2595.073893258505,2655.141432225135,,,,,61308.206136325476,,,
7591,38,management,,tertiary,0,,0,0,cellular,171.03652304429187,3,-1,0,unknown,0,0.0,0.0,0.0,0.0,,,1420.9294835866822,1129.6577123959605,,,,,22661.469168911368,,,
7623,35,entrepreneur,divorced,secondary,0,144.76312468787896,0,0,cellular,86.60193181693569,5,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,1207.1565845768414,839.1436873081767,,,,,23052.237969373677,,,
7701,38,management,married,tertiary,0,1911.0485663392903,0,0,cellular,316.4587471630869,1,-1,0,unknown,0,,0.0,0.0,0.0,1.0,0.0,93.31940849459315,-599.3169969398172,,,,,10038.461767500172,,,
7721,31,management,married,secondary,0,1100.1641751097857,0,0,telephone,62.90283207397631,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,1091.3815860331404,712.4416839214229,,,,,39222.53658598315,,,
7868,36,services,single,secondary,0,579.3874349374408,0,0,cellular,250.921600895519,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2391.1197367291734,2459.21682270603,,,,,29952.111437568306,,,
7918,30,technician,single,secondary,0,254.38112221188496,0,0,cellular,177.97933822407325,4,-1,0,unknown,0,0.0,,0.0,0.0,1.0,0.0,837.0020757875393,302.922136047922,,,,,37230.09284823519,,,
7939,34,self-employed,married,,0,,0,0,cellular,249.4495833384614,1,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,414.8629503778966,-277.01246490391384,,,,,23683.481568357172,,,
8063,46,management,married,tertiary,0,,0,0,cellular,86.33206841540643,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,901.4913676872837,538.4852138343867,,,,,11064.796744543313,,,
8222,31,entrepreneur,married,,0,1267.366319821789,0,0,cellular,165.52500224697332,4,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2333.0604864458064,,,,,,15586.194481939487,,,
8391,34,admin.,married,secondary,0,498.0552926773545,0,0,cellular,300.03630471942677,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,,1428.158152367752,,,,,32238.410730593692,,,
9018,50,blue-collar,married,primary,0,166.2088165054899,0,0,cellular,479.816637794973,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,984.1187679917371,614.522404294583,,,,,41683.88742753657,,,
9057,39,management,,tertiary,0,64.81668950666736,0,0,cellular,175.7786652373269,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,1098.749258826193,750.7845044786729,,,,,40172.448478064805,,,
9143,47,blue-collar,married,secondary,0,,0,0,unknown,277.78114964207583,1,-1,0,unknown,0,0.0,0.0,,0.0,1.0,0.0,1451.7143725853066,1218.7296590337796,,,,,44010.32913730114,,,
9319,36,admin.,single,secondary,0,1342.5999004227585,0,0,telephone,126.46339956709282,2,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,1572.757578794085,1295.6542070634396,,,,,34449.21174701228,,,
10112,59,management,married,unknown,0,3565.411707328437,0,0,cellular,254.67760282882284,4,-1,0,unknown,0,0.0,0.0,0.0,0.0,1.0,0.0,2001.4377467690742,2003.3068812044253,,,,,57839.56390626237,,,
